place_type,user_answer
shopping_mall,caminando
shopping_mall,medio
shopping_mall,moderado
shopping_mall,moderado
shopping_mall,moderado
shopping_mall,moderado
shopping_mall,moderado
shopping_mall,relajado
shopping_mall,relajado
shopping_mall,relajado
shopping_mall,relajado
shopping_mall,si
shopping_mall,solo
shopping_mall,solo
shopping_mall,solo
shopping_mall,solo
spa,acompanado
spa,acompanado
spa,alto
spa,alto
spa,alto
spa,auto
spa,auto
spa,auto
spa,bajo
spa,bajo
spa,caminando
spa,caminando
spa,caminando
spa,caminando
spa,caminando
spa,no
spa,no
spa,no
spa,no
spa,relajado
spa,relajado
spa,solo
spa,solo
spa,solo
stadium,acompanado
stadium,acompanado
stadium,acompanado
stadium,auto
stadium,bajo
stadium,caminando
stadium,caminando
stadium,caminando
stadium,medio
stadium,medio
stadium,medio
stadium,moderado
stadium,moderado
stadium,moderado
stadium,no
stadium,no
stadium,solo
stadium,solo
storage,acompanado
storage,auto
storage,auto
storage,auto
storage,bajo
storage,bajo
storage,caminando
storage,caminando
storage,caminando
storage,caminando
storage,caminando
storage,medio
storage,medio
storage,medio
storage,no
storage,no
storage,no
storage,no
storage,relajado
storage,relajado
storage,relajado
storage,solo
store,acompanado
store,acompanado
store,acompanado
store,acompanado
store,acompanado
store,acompanado
store,auto
store,bajo
store,bajo
store,bajo
store,caminando
store,caminando
store,caminando
store,medio
store,medio
store,medio
store,medio
store,relajado
store,relajado
store,relajado
store,si
store,si
store,solo
store,solo
subway_station,acompanado
subway_station,acompanado
subway_station,auto
subway_station,bajo
subway_station,medio
subway_station,moderado
subway_station,moderado
subway_station,moderado
subway_station,moderado
subway_station,no
subway_station,no
subway_station,no
subway_station,no
subway_station,no
subway_station,solo
subway_station,transporte publico
subway_station,transporte publico
subway_station,transporte publico
subway_station,transporte publico
subway_station,transporte publico
supermarket,acompanado
supermarket,acompanado
supermarket,auto
supermarket,auto
supermarket,auto
supermarket,bajo
supermarket,caminando
supermarket,caminando
supermarket,medio
supermarket,medio
supermarket,medio
supermarket,relajado
supermarket,relajado
supermarket,si
supermarket,si
supermarket,solo
supermarket,solo
supermarket,solo
synagogue,acompanado
synagogue,acompanado
synagogue,auto
synagogue,auto
synagogue,bajo
synagogue,bajo
synagogue,bajo
synagogue,bajo
synagogue,caminando
synagogue,medio
synagogue,no
synagogue,no
synagogue,no
synagogue,relajado
synagogue,relajado
synagogue,solo
synagogue,solo
synagogue,solo
taxi_stand,acompanado
taxi_stand,auto
taxi_stand,auto
taxi_stand,auto
taxi_stand,bajo
taxi_stand,bajo
taxi_stand,bajo
taxi_stand,medio
taxi_stand,medio
taxi_stand,medio
taxi_stand,no
taxi_stand,no
taxi_stand,no
taxi_stand,no
taxi_stand,relajado
taxi_stand,relajado
taxi_stand,relajado
taxi_stand,solo
taxi_stand,solo
taxi_stand,solo
taxi_stand,transporte publico
taxi_stand,transporte publico
tourist_attraction,acompanado
tourist_attraction,acompanado
tourist_attraction,acompanado
tourist_attraction,acompanado
tourist_attraction,auto
tourist_attraction,auto
tourist_attraction,auto
tourist_attraction,bajo
tourist_attraction,bajo
tourist_attraction,bajo
tourist_attraction,bajo
tourist_attraction,bajo
tourist_attraction,caminando
tourist_attraction,caminando
tourist_attraction,caminando
tourist_attraction,medio
tourist_attraction,no
tourist_attraction,no
tourist_attraction,no
tourist_attraction,relajado
tourist_attraction,relajado
tourist_attraction,solo
tourist_attraction,solo
train_station,acompanado
train_station,acompanado
train_station,auto
train_station,auto
train_station,bajo
train_station,bajo
train_station,bajo
train_station,medio
train_station,medio
train_station,medio
train_station,medio
train_station,medio
train_station,moderado
train_station,moderado
train_station,no
train_station,no
train_station,solo
train_station,solo
train_station,transporte publico
train_station,transporte publico
train_station,transporte publico
transit_station,acompanado
transit_station,acompanado
transit_station,auto
transit_station,bajo
transit_station,bajo
transit_station,bajo
transit_station,medio
transit_station,medio
transit_station,moderado
transit_station,moderado
transit_station,no
transit_station,solo
transit_station,transporte publico
transit_station,transporte publico
travel_agency,acompanado
travel_agency,acompanado
travel_agency,auto
travel_agency,bajo
travel_agency,bajo
travel_agency,bajo
travel_agency,caminando
travel_agency,caminando
travel_agency,caminando
travel_agency,medio
travel_agency,medio
travel_agency,medio
travel_agency,no
travel_agency,no
travel_agency,no
travel_agency,no
travel_agency,no
travel_agency,relajado
travel_agency,relajado
travel_agency,relajado
travel_agency,relajado
travel_agency,solo
university,acompanado
university,acompanado
university,acompanado
university,auto
university,bajo
university,bajo
university,caminando
university,caminando
university,medio
university,medio
university,medio
university,medio
university,medio
university,moderado
university,moderado
university,no
university,no
university,no
university,no
university,no
university,no
university,solo
veterinary_care,acompanado
veterinary_care,acompanado
veterinary_care,acompanado
veterinary_care,auto
veterinary_care,auto
veterinary_care,auto
veterinary_care,bajo
veterinary_care,caminando
veterinary_care,caminando
veterinary_care,caminando
veterinary_care,caminando
veterinary_care,caminando
veterinary_care,caminando
veterinary_care,medio
veterinary_care,medio
veterinary_care,medio
veterinary_care,medio
veterinary_care,no
veterinary_care,no
veterinary_care,no
veterinary_care,relajado
veterinary_care,relajado
veterinary_care,solo
veterinary_care,solo
veterinary_care,solo
veterinary_care,solo
veterinary_care,solo
zoo,acompanado
zoo,acompanado
zoo,acompanado
zoo,auto
zoo,auto
zoo,auto
zoo,bajo
zoo,bajo
zoo,bajo
zoo,bajo
zoo,bajo
zoo,caminando
zoo,caminando
zoo,caminando
zoo,medio
zoo,medio
zoo,medio
zoo,medio
zoo,medio
zoo,medio
zoo,relajado
zoo,relajado
zoo,relajado
zoo,si
zoo,si
zoo,si
zoo,solo
zoo,solo
zoo,solo
zoo,solo
zoo,solo
